userid,site_visits_7,retention_1,retention_7,version,day_of_week
4645293,40,TRUE,FALSE,limited,Monday
5221689,49,TRUE,FALSE,limited,Sunday
5360702,49,TRUE,FALSE,limited,Saturday
929894,53,TRUE,FALSE,limited,Monday
4129463,50,TRUE,FALSE,limited,Sunday
5551920,45,TRUE,FALSE,limited,Saturday
8172526,41,TRUE,FALSE,limited,Saturday
4046354,44,TRUE,TRUE,limited,Monday
5351159,53,TRUE,FALSE,limited,Friday
7746464,48,TRUE,FALSE,limited,Monday
348817,41,TRUE,FALSE,limited,Monday
9878979,38,TRUE,FALSE,limited,Sunday
2120471,49,TRUE,FALSE,limited,Sunday
6246478,42,TRUE,FALSE,limited,Friday
6684822,41,FALSE,FALSE,limited,Friday
1841233,48,TRUE,FALSE,limited,Sunday
9876415,49,FALSE,FALSE,limited,Wednesday
589039,39,TRUE,TRUE,limited,Thursday
2805164,50,TRUE,TRUE,limited,Wednesday
4787505,40,TRUE,FALSE,limited,Friday
4544016,44,TRUE,FALSE,limited,Saturday
8631726,41,TRUE,FALSE,limited,Wednesday
9118361,50,TRUE,FALSE,limited,Monday
9587022,51,TRUE,TRUE,limited,Sunday
6119649,42,FALSE,FALSE,limited,Sunday
8118811,47,TRUE,FALSE,limited,Saturday
6260119,54,NA,NA,limited,Saturday
4776697,41,TRUE,FALSE,limited,Saturday
412334,46,FALSE,FALSE,limited,Monday
3953958,49,TRUE,FALSE,limited,Tuesday
1144382,42,FALSE,TRUE,limited,Saturday
17477,42,TRUE,TRUE,limited,Friday
4509613,41,TRUE,FALSE,limited,Sunday
5960119,43,NA,NA,limited,Wednesday
3518235,49,FALSE,FALSE,limited,Monday
9366998,48,FALSE,FALSE,limited,Tuesday
8630925,42,TRUE,TRUE,limited,Tuesday
1816821,51,TRUE,TRUE,limited,Thursday
2906338,42,FALSE,FALSE,limited,Tuesday
3925060,43,FALSE,TRUE,limited,Sunday
9281308,50,TRUE,FALSE,limited,Saturday
690001,48,TRUE,FALSE,limited,Saturday
3823027,52,FALSE,FALSE,limited,Monday
5422009,41,TRUE,TRUE,limited,Saturday
5663151,42,TRUE,FALSE,limited,Monday
1660178,50,TRUE,TRUE,limited,Tuesday
5398387,45,FALSE,FALSE,limited,Tuesday
1446716,48,TRUE,FALSE,limited,Saturday
2710125,42,TRUE,TRUE,limited,Tuesday
3961442,43,TRUE,FALSE,limited,Sunday
9809363,52,FALSE,FALSE,limited,Monday
5614029,52,FALSE,TRUE,limited,Tuesday
6497493,53,FALSE,TRUE,limited,Thursday
5842212,49,FALSE,FALSE,limited,Monday
6332675,49,TRUE,FALSE,limited,Wednesday
7856871,49,TRUE,FALSE,limited,Saturday
7532397,46,TRUE,FALSE,limited,Monday
3754015,51,TRUE,FALSE,limited,Tuesday
3823676,43,FALSE,TRUE,limited,Friday
1413551,41,FALSE,FALSE,limited,Tuesday
3640694,45,TRUE,FALSE,limited,Sunday
183329,42,TRUE,TRUE,limited,Monday
8601208,45,FALSE,TRUE,limited,Sunday
8224016,49,TRUE,FALSE,limited,Thursday
738300,48,FALSE,FALSE,limited,Tuesday
5118502,48,FALSE,FALSE,limited,Monday
5306367,50,TRUE,FALSE,limited,Sunday
87419,50,FALSE,FALSE,limited,Monday
6776390,53,TRUE,FALSE,limited,Monday
1294310,42,FALSE,FALSE,limited,Saturday
2688713,41,TRUE,FALSE,limited,Monday
7680879,41,FALSE,FALSE,limited,Friday
5975739,52,NA,NA,limited,Sunday
1656308,48,TRUE,FALSE,limited,Monday
7633884,43,TRUE,FALSE,limited,Sunday
3728657,51,TRUE,FALSE,limited,Sunday
3518765,50,TRUE,TRUE,limited,Saturday
9911685,49,FALSE,FALSE,limited,Tuesday
751173,42,TRUE,FALSE,limited,Thursday
3466337,49,TRUE,FALSE,limited,Monday
6805311,49,TRUE,FALSE,limited,Thursday
4868718,43,FALSE,FALSE,limited,Tuesday
633543,45,FALSE,TRUE,limited,Friday
941379,50,NA,NA,limited,Monday
1650124,43,TRUE,FALSE,limited,Tuesday
3847218,50,TRUE,TRUE,limited,Saturday
1540193,47,TRUE,FALSE,limited,Thursday
5058633,38,TRUE,TRUE,limited,Friday
8962386,51,TRUE,FALSE,limited,Saturday
5918887,48,TRUE,FALSE,limited,Tuesday
9971555,40,FALSE,FALSE,limited,Saturday
3438286,45,TRUE,FALSE,limited,Saturday
5615416,42,TRUE,FALSE,limited,Monday
7263760,38,FALSE,FALSE,limited,Thursday
5714927,41,TRUE,FALSE,limited,Tuesday
9538616,49,TRUE,TRUE,limited,Wednesday
5870356,40,TRUE,TRUE,limited,Sunday
2412891,39,TRUE,FALSE,limited,Sunday
4998775,43,TRUE,FALSE,limited,Sunday
2764962,42,TRUE,TRUE,limited,Friday
1254166,44,TRUE,FALSE,limited,Saturday
1139929,48,TRUE,FALSE,limited,Thursday
1955580,50,TRUE,FALSE,limited,Tuesday
5602381,47,TRUE,FALSE,limited,Wednesday
8506530,43,TRUE,FALSE,limited,Monday
3903504,40,TRUE,FALSE,limited,Saturday
2334285,47,TRUE,TRUE,limited,Monday
706597,48,TRUE,FALSE,limited,Saturday
6717706,49,TRUE,FALSE,limited,Sunday
5062790,49,TRUE,FALSE,limited,Friday
290659,52,TRUE,TRUE,limited,Friday
7941742,41,FALSE,FALSE,limited,Monday
4001276,41,FALSE,FALSE,limited,Tuesday
2278570,47,TRUE,FALSE,limited,Tuesday
5206784,44,TRUE,FALSE,limited,Monday
8951242,49,FALSE,FALSE,limited,Tuesday
7869541,40,TRUE,FALSE,limited,Monday
766613,51,TRUE,TRUE,limited,Friday
6846967,36,TRUE,FALSE,limited,Sunday
8062798,51,TRUE,FALSE,limited,Tuesday
8870694,44,TRUE,FALSE,limited,Tuesday
1751934,42,FALSE,TRUE,limited,Monday
1872646,40,TRUE,TRUE,limited,Thursday
6404050,49,FALSE,TRUE,limited,Friday
4769069,52,FALSE,FALSE,limited,Thursday
1702198,47,FALSE,FALSE,limited,Wednesday
3962380,49,TRUE,FALSE,limited,Sunday
8440675,37,TRUE,FALSE,limited,Tuesday
4610686,52,FALSE,FALSE,limited,Tuesday
1459950,46,TRUE,FALSE,limited,Monday
6003634,45,TRUE,FALSE,limited,Wednesday
8323417,52,TRUE,FALSE,limited,Thursday
5350933,50,TRUE,TRUE,limited,Friday
3291305,51,TRUE,FALSE,limited,Saturday
6809564,41,TRUE,FALSE,limited,Sunday
4708330,42,FALSE,FALSE,limited,Wednesday
8357730,49,TRUE,FALSE,limited,Monday
5359380,49,TRUE,FALSE,limited,Wednesday
2466309,49,FALSE,TRUE,limited,Sunday
2502590,41,TRUE,FALSE,limited,Sunday
3952062,51,FALSE,FALSE,limited,Wednesday
66509,47,TRUE,FALSE,limited,Monday
5997704,50,TRUE,FALSE,limited,Monday
4148899,41,NA,NA,limited,Thursday
6626790,42,TRUE,FALSE,limited,Wednesday
9003002,42,FALSE,FALSE,limited,Sunday
626857,50,FALSE,TRUE,limited,Friday
4029911,50,TRUE,FALSE,limited,Wednesday
5361963,41,FALSE,FALSE,limited,Friday
1057302,42,TRUE,FALSE,limited,Sunday
8332397,48,TRUE,FALSE,limited,Sunday
2220257,47,TRUE,FALSE,limited,Saturday
69392,52,FALSE,FALSE,limited,Tuesday
1221705,36,TRUE,FALSE,limited,Wednesday
9574498,45,TRUE,FALSE,limited,Sunday
2983417,52,TRUE,FALSE,limited,Wednesday
8492510,42,TRUE,TRUE,limited,Monday
7626679,48,TRUE,FALSE,limited,Monday
8630466,44,TRUE,FALSE,limited,Friday
6385372,50,FALSE,FALSE,limited,Saturday
8132129,50,TRUE,FALSE,limited,Wednesday
5945812,42,TRUE,TRUE,limited,Friday
9558428,41,TRUE,TRUE,limited,Friday
9462819,42,NA,NA,limited,Monday
4784254,42,TRUE,FALSE,limited,Monday
2062858,43,FALSE,FALSE,limited,Saturday
9672785,51,TRUE,FALSE,limited,Monday
8077025,52,TRUE,FALSE,limited,Saturday
7351928,51,FALSE,TRUE,limited,Saturday
7909905,41,FALSE,FALSE,limited,Tuesday
7408215,47,FALSE,TRUE,limited,Sunday
7173157,50,TRUE,TRUE,limited,Saturday
6678500,48,TRUE,FALSE,limited,Sunday
7137208,48,TRUE,FALSE,limited,Friday
3146916,47,TRUE,FALSE,limited,Thursday
5638257,43,TRUE,TRUE,limited,Friday
7949503,43,TRUE,FALSE,limited,Sunday
2738940,41,TRUE,TRUE,limited,Monday
4706772,43,TRUE,FALSE,limited,Monday
9823661,48,FALSE,FALSE,limited,Tuesday
1981959,53,FALSE,TRUE,limited,Saturday
4944263,43,TRUE,TRUE,limited,Monday
6135393,52,TRUE,FALSE,limited,Saturday
7758285,50,FALSE,FALSE,limited,Monday
4775751,42,TRUE,FALSE,limited,Friday
8308848,43,TRUE,FALSE,limited,Friday
3728498,52,TRUE,FALSE,limited,Monday
8820353,43,TRUE,FALSE,limited,Sunday
7099704,44,TRUE,FALSE,limited,Tuesday
7890073,41,TRUE,FALSE,limited,Saturday
4073368,50,TRUE,FALSE,limited,Sunday
2820198,44,FALSE,FALSE,limited,Monday
3281063,45,TRUE,FALSE,limited,Tuesday
4418970,40,FALSE,FALSE,limited,Tuesday
291706,55,TRUE,FALSE,limited,Tuesday
2124148,42,FALSE,TRUE,limited,Sunday
7871860,43,TRUE,FALSE,limited,Sunday
7791964,42,TRUE,TRUE,limited,Friday
4163250,55,FALSE,TRUE,limited,Saturday
265313,52,TRUE,TRUE,limited,Wednesday
4514688,41,TRUE,FALSE,unlimited,Tuesday
7984155,53,TRUE,TRUE,unlimited,Sunday
2784681,41,TRUE,FALSE,limited,Sunday
662234,40,FALSE,FALSE,unlimited,Monday
3929127,40,TRUE,TRUE,unlimited,Saturday
7189123,43,TRUE,FALSE,unlimited,Thursday
8479379,40,FALSE,FALSE,unlimited,Tuesday
5642530,43,TRUE,FALSE,unlimited,Tuesday
2555475,40,TRUE,FALSE,unlimited,Wednesday
5810959,48,FALSE,FALSE,unlimited,Tuesday
9884023,52,TRUE,FALSE,unlimited,Sunday
9983520,53,TRUE,FALSE,unlimited,Sunday
2612014,43,FALSE,TRUE,unlimited,Tuesday
7481615,50,TRUE,TRUE,limited,Friday
3477365,43,TRUE,FALSE,unlimited,Thursday
3436469,49,TRUE,TRUE,unlimited,Saturday
8064789,48,NA,NA,unlimited,Sunday
3180986,52,FALSE,FALSE,unlimited,Monday
9193367,52,FALSE,TRUE,unlimited,Saturday
3859467,43,FALSE,FALSE,unlimited,Sunday
2311084,41,TRUE,FALSE,unlimited,Saturday
9167991,42,TRUE,TRUE,unlimited,Thursday
7470690,50,TRUE,FALSE,unlimited,Monday
1646638,40,TRUE,FALSE,unlimited,Monday
6503604,47,TRUE,FALSE,unlimited,Monday
4118277,52,FALSE,FALSE,unlimited,Monday
8259205,43,TRUE,FALSE,unlimited,Thursday
6236929,50,TRUE,FALSE,unlimited,Tuesday
7756461,51,TRUE,FALSE,unlimited,Sunday
9173755,39,TRUE,FALSE,unlimited,Tuesday
3232162,37,TRUE,TRUE,unlimited,Thursday
8356735,48,TRUE,FALSE,unlimited,Saturday
3260454,50,FALSE,FALSE,unlimited,Monday
9145782,43,TRUE,FALSE,unlimited,Thursday
6449568,44,TRUE,FALSE,unlimited,Wednesday
7227424,42,FALSE,FALSE,unlimited,Thursday
6639933,39,TRUE,FALSE,unlimited,Monday
7269214,49,TRUE,FALSE,unlimited,Thursday
6709712,49,FALSE,FALSE,unlimited,Tuesday
1180958,47,TRUE,FALSE,unlimited,Wednesday
9359802,44,FALSE,FALSE,unlimited,Monday
8614623,50,FALSE,TRUE,unlimited,Saturday
3868391,51,TRUE,FALSE,unlimited,Sunday
9621802,49,FALSE,TRUE,unlimited,Sunday
5597396,50,TRUE,FALSE,unlimited,Saturday
778542,45,TRUE,FALSE,unlimited,Sunday
1473074,39,FALSE,FALSE,unlimited,Monday
6776747,49,TRUE,FALSE,unlimited,Tuesday
487083,50,TRUE,FALSE,unlimited,Saturday
5051408,44,TRUE,FALSE,unlimited,Wednesday
6921074,47,TRUE,FALSE,unlimited,Sunday
1800424,41,TRUE,FALSE,unlimited,Thursday
1993422,49,TRUE,FALSE,unlimited,Sunday
2178907,43,TRUE,TRUE,unlimited,Wednesday
3821699,39,FALSE,FALSE,unlimited,Monday
4422023,49,TRUE,FALSE,unlimited,Tuesday
8165727,44,TRUE,FALSE,unlimited,Sunday
3324032,43,FALSE,FALSE,unlimited,Monday
3684818,40,FALSE,FALSE,unlimited,Saturday
1019252,40,TRUE,TRUE,unlimited,Saturday
4906788,43,TRUE,FALSE,unlimited,Wednesday
9150138,44,TRUE,FALSE,unlimited,Thursday
911855,51,TRUE,FALSE,unlimited,Tuesday
6055458,49,TRUE,TRUE,unlimited,Thursday
2714382,40,TRUE,FALSE,unlimited,Sunday
1913748,41,TRUE,FALSE,unlimited,Saturday
5573577,43,TRUE,FALSE,unlimited,Monday
341256,50,TRUE,FALSE,unlimited,Monday
5517167,44,FALSE,TRUE,unlimited,Sunday
613873,49,TRUE,FALSE,unlimited,Wednesday
1431195,43,FALSE,TRUE,unlimited,Friday
8972013,44,TRUE,FALSE,unlimited,Sunday
8336610,42,TRUE,FALSE,unlimited,Wednesday
6775493,51,FALSE,TRUE,unlimited,Saturday
4519501,42,TRUE,TRUE,unlimited,Sunday
4306780,49,FALSE,TRUE,unlimited,Monday
7806450,41,FALSE,TRUE,unlimited,Thursday
5804607,54,TRUE,FALSE,unlimited,Thursday
8247312,50,TRUE,TRUE,unlimited,Friday
8591741,42,FALSE,FALSE,unlimited,Wednesday
2030036,53,TRUE,FALSE,unlimited,Sunday
993294,41,TRUE,FALSE,unlimited,Monday
2327891,48,TRUE,FALSE,unlimited,Saturday
8372035,42,FALSE,TRUE,unlimited,Friday
1405684,48,TRUE,FALSE,unlimited,Friday
2405434,39,TRUE,FALSE,unlimited,Monday
2684609,41,NA,NA,unlimited,Monday
7596522,44,TRUE,FALSE,unlimited,Wednesday
7204429,47,TRUE,FALSE,unlimited,Friday
7829118,39,FALSE,FALSE,unlimited,Monday
530075,40,TRUE,TRUE,unlimited,Friday
7586877,50,TRUE,FALSE,unlimited,Sunday
8166596,52,TRUE,FALSE,unlimited,Sunday
5932760,45,TRUE,TRUE,unlimited,Sunday
991225,49,TRUE,FALSE,unlimited,Wednesday
8443558,50,TRUE,FALSE,unlimited,Sunday
9347770,40,FALSE,TRUE,unlimited,Saturday
5211696,40,TRUE,FALSE,unlimited,Wednesday
1758435,50,TRUE,FALSE,unlimited,Thursday
3988413,50,TRUE,FALSE,unlimited,Friday
4568452,43,TRUE,FALSE,unlimited,Thursday
4918855,51,FALSE,FALSE,unlimited,Tuesday
1674318,41,FALSE,FALSE,unlimited,Tuesday
3741579,51,NA,NA,unlimited,Tuesday
4126316,51,TRUE,FALSE,unlimited,Friday
2456932,45,FALSE,FALSE,unlimited,Tuesday
7188372,42,FALSE,TRUE,unlimited,Sunday
9622182,43,FALSE,FALSE,unlimited,Friday
4354699,48,FALSE,FALSE,unlimited,Monday
8908630,42,TRUE,FALSE,unlimited,Monday
7100665,41,TRUE,FALSE,unlimited,Monday
3030371,37,TRUE,FALSE,unlimited,Monday
4049190,47,TRUE,FALSE,unlimited,Monday
4640245,36,FALSE,FALSE,unlimited,Monday
9843026,48,FALSE,FALSE,unlimited,Tuesday
9345038,48,FALSE,FALSE,unlimited,Tuesday
973925,54,TRUE,FALSE,unlimited,Thursday
9280002,49,TRUE,FALSE,unlimited,Monday
3772382,45,TRUE,FALSE,unlimited,Sunday
2397953,50,TRUE,TRUE,unlimited,Tuesday
6124509,54,NA,NA,unlimited,Friday
4334285,48,TRUE,FALSE,unlimited,Friday
5183223,44,TRUE,FALSE,unlimited,Sunday
6086245,51,TRUE,FALSE,unlimited,Sunday
3976700,41,TRUE,FALSE,unlimited,Sunday
5349157,48,TRUE,TRUE,unlimited,Thursday
5632280,48,FALSE,FALSE,unlimited,Monday
4105207,53,TRUE,FALSE,unlimited,Saturday
3605408,47,TRUE,FALSE,unlimited,Tuesday
6445600,49,TRUE,FALSE,unlimited,Saturday
9370359,52,TRUE,FALSE,unlimited,Sunday
9369081,50,TRUE,FALSE,unlimited,Thursday
6646085,43,TRUE,FALSE,unlimited,Friday
8037260,52,TRUE,TRUE,unlimited,Wednesday
5115097,41,FALSE,FALSE,unlimited,Thursday
7293270,45,TRUE,TRUE,unlimited,Wednesday
3386202,40,TRUE,FALSE,unlimited,Saturday
1123226,42,TRUE,TRUE,unlimited,Tuesday
1904753,40,TRUE,FALSE,unlimited,Saturday
6484180,52,TRUE,FALSE,unlimited,Saturday
6379802,48,TRUE,FALSE,unlimited,Wednesday
8671046,45,TRUE,FALSE,unlimited,Friday
2122641,46,TRUE,FALSE,unlimited,Monday
7599329,39,NA,NA,unlimited,Friday
7901822,46,TRUE,FALSE,unlimited,Wednesday
8572317,52,TRUE,FALSE,unlimited,Tuesday
8361996,49,FALSE,TRUE,unlimited,Friday
9587717,52,TRUE,FALSE,unlimited,Saturday
8753948,51,FALSE,FALSE,unlimited,Sunday
1957097,43,FALSE,FALSE,unlimited,Wednesday
9472530,44,FALSE,FALSE,unlimited,Sunday
7356102,50,TRUE,FALSE,unlimited,Sunday
4225299,48,NA,NA,unlimited,Saturday
9330775,53,TRUE,TRUE,unlimited,Thursday
3691287,43,TRUE,FALSE,unlimited,Wednesday
7355567,52,TRUE,TRUE,unlimited,Saturday
8289288,53,FALSE,FALSE,unlimited,Thursday
2978932,53,FALSE,FALSE,unlimited,Monday
1402098,42,TRUE,FALSE,unlimited,Sunday
7711762,43,TRUE,FALSE,unlimited,Sunday
1201083,42,TRUE,FALSE,unlimited,Friday
3090537,42,TRUE,FALSE,unlimited,Wednesday
9858859,48,FALSE,FALSE,unlimited,Tuesday
3992945,43,TRUE,TRUE,unlimited,Thursday
5173126,43,TRUE,FALSE,unlimited,Saturday
2948888,56,TRUE,FALSE,unlimited,Wednesday
8268503,52,FALSE,FALSE,unlimited,Wednesday
4124172,41,TRUE,FALSE,unlimited,Saturday
3936071,49,TRUE,FALSE,unlimited,Tuesday
8414830,41,TRUE,FALSE,unlimited,Saturday
8752190,51,TRUE,FALSE,unlimited,Saturday
2749009,48,NA,NA,unlimited,Wednesday
1449987,48,TRUE,FALSE,unlimited,Sunday
7832109,39,NA,NA,unlimited,Friday
2778736,39,TRUE,FALSE,unlimited,Monday
9829202,41,TRUE,FALSE,unlimited,Sunday
3381508,40,TRUE,FALSE,unlimited,Thursday
7593559,43,NA,NA,unlimited,Wednesday
2168056,43,TRUE,FALSE,unlimited,Sunday
2929770,51,TRUE,FALSE,unlimited,Tuesday
3196320,50,TRUE,FALSE,unlimited,Thursday
3147676,41,FALSE,FALSE,unlimited,Wednesday
2440769,43,TRUE,FALSE,unlimited,Friday
2523288,50,TRUE,TRUE,unlimited,Friday
4653034,49,TRUE,FALSE,unlimited,Sunday
8234945,53,TRUE,TRUE,unlimited,Wednesday
2396726,42,FALSE,FALSE,unlimited,Tuesday
4473605,51,FALSE,FALSE,unlimited,Wednesday
7429152,42,TRUE,FALSE,unlimited,Monday
6376728,42,TRUE,FALSE,unlimited,Saturday
3305886,306,TRUE,TRUE,limited,Monday
9492509,303,TRUE,TRUE,limited,Friday
9685800,308,TRUE,TRUE,limited,Thursday
8291877,306,TRUE,TRUE,limited,Wednesday
5504815,305,TRUE,TRUE,limited,Wednesday
3952417,301,TRUE,TRUE,limited,Saturday
555975,297,TRUE,TRUE,limited,Friday
7196571,299,TRUE,FALSE,limited,Sunday
6694633,294,TRUE,FALSE,limited,Friday
4557963,301,TRUE,TRUE,limited,Thursday
1460209,295,NA,NA,limited,Sunday
1957021,304,TRUE,FALSE,unlimited,Monday
8549612,304,TRUE,TRUE,unlimited,Wednesday
5598809,298,TRUE,TRUE,unlimited,Friday
3881765,299,TRUE,TRUE,unlimited,Thursday
3271305,311,TRUE,TRUE,unlimited,Sunday
7941456,303,FALSE,FALSE,unlimited,Monday
341942,300,TRUE,TRUE,unlimited,Wednesday
8778882,561,TRUE,TRUE,limited,Saturday
5203187,554,TRUE,TRUE,unlimited,Tuesday
718056,44,TRUE,FALSE,limited,Sunday
2261018,45,TRUE,FALSE,limited,Wednesday
5985444,50,TRUE,FALSE,limited,Sunday
6920189,44,NA,NA,limited,Thursday
1581225,44,TRUE,FALSE,limited,Sunday
1774994,52,TRUE,FALSE,limited,Friday
9964194,46,TRUE,FALSE,limited,Saturday
6371038,50,TRUE,FALSE,limited,Thursday
2553887,44,FALSE,FALSE,limited,Tuesday
6370099,51,FALSE,TRUE,limited,Friday
6814632,44,FALSE,TRUE,limited,Saturday
8675185,45,TRUE,FALSE,limited,Wednesday
2727800,51,TRUE,FALSE,limited,Wednesday
2345745,48,TRUE,FALSE,limited,Saturday
9231090,42,FALSE,TRUE,limited,Thursday
9451011,51,TRUE,TRUE,limited,Friday
280315,51,FALSE,FALSE,limited,Monday
1605575,56,TRUE,FALSE,limited,Saturday
8844979,44,TRUE,FALSE,limited,Saturday
1918896,37,FALSE,TRUE,limited,Friday
2940444,50,TRUE,FALSE,limited,Friday
8081366,49,TRUE,TRUE,limited,Wednesday
3968627,49,TRUE,FALSE,limited,Friday
5949842,47,FALSE,FALSE,limited,Wednesday
6200981,43,TRUE,FALSE,limited,Wednesday
209187,48,FALSE,FALSE,limited,Monday
2750401,53,TRUE,TRUE,limited,Thursday
3087062,52,TRUE,FALSE,limited,Sunday
4428476,53,TRUE,FALSE,limited,Sunday
669392,50,TRUE,TRUE,limited,Thursday
8725997,40,TRUE,FALSE,limited,Wednesday
12163,50,TRUE,FALSE,limited,Monday
6773464,49,FALSE,FALSE,limited,Tuesday
4040984,56,TRUE,FALSE,limited,Saturday
4293568,46,FALSE,FALSE,limited,Tuesday
324246,52,TRUE,FALSE,limited,Sunday
1147898,42,TRUE,FALSE,limited,Sunday
2923862,42,TRUE,FALSE,limited,Friday
9669579,42,TRUE,FALSE,limited,Sunday
2457217,50,TRUE,FALSE,limited,Sunday
3173200,39,TRUE,TRUE,limited,Friday
4023815,43,TRUE,FALSE,limited,Wednesday
7291651,44,TRUE,FALSE,limited,Thursday
4673156,47,TRUE,TRUE,limited,Saturday
1231445,50,TRUE,FALSE,limited,Sunday
9804066,53,TRUE,TRUE,limited,Saturday
301781,48,TRUE,TRUE,limited,Saturday
5713686,51,TRUE,FALSE,limited,Thursday
8977327,52,TRUE,FALSE,limited,Wednesday
6332063,55,TRUE,FALSE,limited,Sunday
6138877,48,FALSE,FALSE,limited,Tuesday
2798678,49,TRUE,FALSE,limited,Saturday
5938354,44,FALSE,FALSE,limited,Tuesday
3748816,39,FALSE,FALSE,limited,Tuesday
8614970,39,TRUE,FALSE,limited,Sunday
2196610,45,TRUE,FALSE,limited,Friday
9636606,43,FALSE,TRUE,limited,Sunday
7342543,53,TRUE,FALSE,limited,Wednesday
1796345,41,FALSE,FALSE,limited,Monday
1405652,44,TRUE,FALSE,limited,Wednesday
8037850,50,FALSE,TRUE,limited,Tuesday
8321286,44,FALSE,FALSE,limited,Thursday
772478,51,TRUE,FALSE,limited,Sunday
4913634,45,FALSE,FALSE,limited,Sunday
4327329,42,FALSE,FALSE,limited,Tuesday
8737196,40,TRUE,TRUE,limited,Friday
9662117,54,TRUE,TRUE,limited,Wednesday
717723,52,TRUE,FALSE,limited,Tuesday
7169251,41,TRUE,TRUE,limited,Monday
6304743,50,TRUE,FALSE,limited,Wednesday
1459154,44,FALSE,FALSE,limited,Sunday
442217,44,TRUE,FALSE,limited,Friday
7653450,45,TRUE,FALSE,limited,Wednesday
2569027,41,TRUE,FALSE,limited,Saturday
1820954,43,TRUE,TRUE,limited,Sunday
5035464,51,FALSE,TRUE,limited,Saturday
5547684,49,FALSE,FALSE,limited,Monday
1914060,44,TRUE,FALSE,limited,Saturday
478994,49,TRUE,FALSE,limited,Monday
1259033,43,TRUE,FALSE,limited,Tuesday
7047077,43,TRUE,TRUE,limited,Friday
6869861,51,TRUE,FALSE,limited,Thursday
6195365,42,FALSE,FALSE,limited,Monday
3354764,43,TRUE,FALSE,limited,Monday
5733906,44,TRUE,FALSE,limited,Monday
2862093,45,FALSE,FALSE,limited,Monday
7521247,46,TRUE,FALSE,limited,Tuesday
9857346,50,TRUE,FALSE,limited,Monday
3219278,42,FALSE,TRUE,limited,Saturday
4895320,45,FALSE,TRUE,limited,Wednesday
2446657,49,TRUE,FALSE,limited,Monday
7201361,53,TRUE,FALSE,limited,Thursday
4928227,45,TRUE,FALSE,limited,Tuesday
6826431,44,TRUE,FALSE,limited,Saturday
6497159,49,NA,NA,limited,Wednesday
1389354,43,TRUE,FALSE,limited,Monday
7062898,39,TRUE,TRUE,limited,Friday
5069780,46,TRUE,FALSE,limited,Friday
9574642,49,TRUE,FALSE,limited,Sunday
8321362,48,TRUE,FALSE,limited,Sunday
1337888,49,TRUE,FALSE,limited,Sunday
2822527,39,TRUE,FALSE,limited,Tuesday
3237934,53,FALSE,FALSE,limited,Tuesday
6491031,47,TRUE,FALSE,limited,Monday
7348839,43,NA,NA,limited,Thursday
2836224,37,TRUE,FALSE,limited,Tuesday
3764121,53,TRUE,FALSE,limited,Sunday
5435127,38,FALSE,TRUE,limited,Wednesday
8930156,44,TRUE,FALSE,limited,Monday
9728148,56,TRUE,TRUE,limited,Thursday
6970636,44,TRUE,TRUE,limited,Friday
2913359,41,FALSE,FALSE,limited,Tuesday
3661627,42,TRUE,TRUE,limited,Thursday
9747439,50,NA,NA,limited,Monday
2519023,42,FALSE,TRUE,limited,Sunday
1402062,44,TRUE,TRUE,limited,Friday
5596799,52,TRUE,FALSE,limited,Sunday
7812250,43,TRUE,FALSE,limited,Tuesday
5033091,50,TRUE,FALSE,limited,Thursday
4191421,52,FALSE,FALSE,limited,Friday
8891128,43,TRUE,FALSE,limited,Wednesday
9608087,54,TRUE,FALSE,limited,Saturday
6375763,45,FALSE,FALSE,limited,Thursday
4142347,44,TRUE,FALSE,limited,Saturday
1906741,49,TRUE,FALSE,limited,Wednesday
2844936,46,TRUE,FALSE,limited,Sunday
9866467,43,TRUE,FALSE,limited,Wednesday
2674187,44,TRUE,FALSE,limited,Wednesday
602990,44,TRUE,FALSE,limited,Sunday
1952911,44,TRUE,FALSE,limited,Tuesday
78089,51,FALSE,FALSE,limited,Monday
8672982,39,FALSE,FALSE,limited,Monday
2233927,40,TRUE,FALSE,limited,Wednesday
9899737,41,TRUE,FALSE,limited,Sunday
4099456,44,FALSE,FALSE,limited,Tuesday
3670765,50,TRUE,TRUE,limited,Monday
9348662,53,TRUE,FALSE,limited,Sunday
3853586,41,FALSE,FALSE,limited,Sunday
3113709,49,TRUE,FALSE,limited,Friday
5848200,44,TRUE,FALSE,limited,Tuesday
2770267,51,TRUE,FALSE,limited,Tuesday
2457360,44,FALSE,FALSE,limited,Monday
3380930,52,TRUE,TRUE,limited,Wednesday
3866622,46,FALSE,FALSE,limited,Sunday
4980878,45,TRUE,FALSE,limited,Wednesday
5033498,42,TRUE,FALSE,limited,Sunday
6716518,52,TRUE,FALSE,limited,Saturday
3384869,48,NA,NA,limited,Monday
2118046,44,FALSE,FALSE,limited,Tuesday
2986596,42,TRUE,FALSE,limited,Monday
9669726,45,TRUE,FALSE,limited,Monday
5741065,51,TRUE,FALSE,limited,Sunday
9168495,45,FALSE,TRUE,limited,Thursday
7672785,52,FALSE,FALSE,limited,Tuesday
5726664,45,FALSE,FALSE,limited,Wednesday
7884671,55,TRUE,FALSE,limited,Thursday
4450056,42,TRUE,FALSE,limited,Monday
5973555,47,FALSE,FALSE,limited,Tuesday
7951314,57,TRUE,TRUE,limited,Saturday
1170726,41,TRUE,FALSE,limited,Sunday
9777580,52,FALSE,FALSE,limited,Friday
